"distID","District.x","County","white_district","black_district","hispanic_district","asian_district","nathawaiian_district","NativeAmerica_district","multi_district","lep_district","iiep_district","lowInc_district","home_district","distEnroll","Expulsion_w_services","EWS_perc","Expulsion_no_services","ENS_perc","In_school","IS_perc","Out_of_school","OOS_perc","Transfer_to_alt","TTA_perc","total","total_perc"
"260290660250000","Canton Union SD 66","Fulton",94.5,1.4,1.3,0.3,0.1,0.5,1.8,0.5,18,57.3,1.4,2608,,0,1,0.3,308,81.7,68,18,,0,377,14.5
"260290970260000","Lewistown CUSD 97","Fulton",98.6,0.1,0.4,0.9,0,0,0,0.3,12.9,51.4,0.6,704,,0,,0,12,32.4,25,67.6,,0,37,5.3
"260343070160000","Illini West H S Dist 307","Hancock",95.7,0.3,1.9,0.3,0,0.5,1.3,0.5,13.6,43.6,6.4,376,,0,,0,18,64.3,10,35.7,,0,28,7.4
"260343160260000","Warsaw CUSD 316","Hancock",95.3,0.6,1.3,0.9,1.3,0,0.6,0,12.6,24.8,2.6,468,,0,,0,2,6.7,28,93.3,,0,30,6.4
"260343170040000","Carthage ESD 317","Hancock",95.7,1.1,2.3,0.7,0,0.2,0,2,7.7,51.7,2.9,441,,0,,0,2,33.3,4,66.7,,0,6,1.4
"260343250260000","Nauvoo-Colusa CUSD 325","Hancock",93.8,0.8,1.2,0.4,0,0.4,3.5,0,17.2,55.1,2,256,,0,,0,1,100,,0,,0,1,0.4
"260343270040000","Dallas ESD 327","Hancock",93.1,0,2.6,1.1,0,0,3.2,0,14.8,97.9,5.3,189,,0,,0,,0,4,100,,0,4,2.1
"260343280240000","Hamilton CCSD 328","Hancock",94.5,0.7,0.7,0.3,0,0,3.8,0.5,18.3,45.9,4.3,579,,0,1,1.2,35,42.2,47,56.6,,0,83,14.3
"260343370260000","Southeastern CUSD 337","Hancock",97.4,0,0.4,0,0,0,2.2,0.2,22.5,64,1.2,506,,0,,0,36,70.6,14,27.5,1,2,51,10.1
"260343470040000","La Harpe CSD 347","Hancock",97.5,0,0,0,0,0,2.5,0,21,57.6,0,238,,0,,0,9,64.3,5,35.7,,0,14,5.9
"260621030260000","West Prairie CUSD 103","McDonough",97.4,0.6,0.2,0.2,0,0,1.7,0.2,20.5,54.7,2.8,645,,0,,0,16,28.1,41,71.9,,0,57,8.8
"260621700260000","Bushnell Prairie City CUSD 170","McDonough",94.6,0.1,1.6,0.1,0,0.5,3,0.4,20.9,63.5,5.9,745,,0,,0,3,9.4,29,90.6,,0,32,4.3
"260621850260000","Macomb CUSD 185","McDonough",76.8,9.5,3.6,2.7,0,0.3,7.1,2.9,15.4,50.2,2.1,2068,,0,1,0.4,48,18,218,81.6,,0,267,12.9
"260850050260000","Schuyler-Industry CUSD 5","Schuyler",93.4,3.4,1.9,0.3,0.1,0,1,2.9,16.3,49,0.9,1189,,0,,0,20,51.3,19,48.7,,0,39,3.3
"280060170040000","Ohio CCSD 17","Bureau",93.2,0,5.4,0,0,0,1.4,0,27,45.9,0,74,,0,,0,4,66.7,2,33.3,,0,6,8.1
"280060840040000","Malden CCSD 84","Bureau",94.1,2.4,0,0,0,0,3.5,0,15.3,44.7,2.4,85,,,,,,,,,,,,
"280060940040000","Ladd CCSD 94","Bureau",88.3,0.4,8.5,0.9,0.9,0,0.9,0.9,12.6,37.7,0.9,223,,,,,,,,,,,,
"280060980020000","Dalzell SD 98","Bureau",81.3,2.1,0,0,0,0,16.7,0,12.5,31.3,0,48,,,,,,,,,,,,
"280060990040000","Spring Valley CCSD 99","Bureau",63.9,2.1,29.9,0.4,0.1,0,3.6,8.3,14.3,65.3,0.5,750,,0,,0,52,52.5,47,47.5,,0,99,13.2
"280061030220000","DePue USD 103","Bureau",19,0.2,74.7,0.9,0,3.6,1.6,35.8,17.9,68.9,1.6,447,,0,,0,158,87.3,23,12.7,,0,181,40.5
"280061150020000","Princeton ESD 115","Bureau",91.1,1.2,3.9,1.2,0,0.3,2.2,0,18,45.1,1.3,1214,,0,,0,22,73.3,8,26.7,,0,30,2.5
"280063030260000","La Moille CUSD 303","Bureau",90.4,1.1,5,0.8,0,0,2.7,0,18.8,48.7,0.8,261,,0,,0,3,18.8,13,81.3,,0,16,6.1
"280063400260000","Bureau Valley CUSD 340","Bureau",93.9,0.3,3.5,0.5,0,0.2,1.7,0,21.7,52,0.4,1126,,0,,0,31,63.3,18,36.7,,0,49,4.4
"280065000150000","Princeton HSD 500","Bureau",92.1,1.4,3.1,1.9,0,0.4,1.2,0,16.1,34.1,1.9,516,,0,,0,,0,32,100,,0,32,6.2
"280065020170000","Hall HSD 502","Bureau",74.1,1.3,19.4,0.5,0,0,4.7,7.3,17.6,54.4,2.1,386,3,1,3,1,215,69.6,88,28.5,,0,309,80.1
"280065050160000","Ohio CHSD 505","Bureau",94.4,0,5.6,0,0,0,0,0,22.2,33.3,2.8,36,,0,,0,12,100,,0,,0,12,33.3
"280371900020000","Colona SD 190","Henry",82.1,0.6,13,0.4,0,0.4,3.4,0,18.3,61.3,3.4,476,,0,,0,18,64.3,10,35.7,,0,28,5.9
"280372230260000","Orion CUSD 223","Henry",93,0.6,3.9,0.2,0,0.1,2.2,0,16.3,11.2,0,1074,,0,,0,83,87.4,12,12.6,,0,95,8.8
"280372240260000","Galva CUSD 224","Henry",91.7,3.3,3.4,0.2,0,0,1.4,0,17.9,53.2,3.4,581,,0,,0,15,28.3,38,71.7,,0,53,9.1
"280372250260000","AlWood CUSD 225","Henry",92.7,0.2,1.7,0.2,0,0,5.1,0.5,14.4,41.4,0.2,411,,0,,0,39,58.2,28,41.8,,0,67,16.3
"280372260260000","Annawan CUSD 226","Henry",91.4,0,0.8,1.6,0,0,6.3,0,10.7,30,0.5,383,,0,,0,45,86.5,7,13.5,,0,52,13.6
"280372270260000","Cambridge CUSD 227","Henry",95,0.4,1.2,0.2,0.2,0.4,2.7,0,7.1,42.9,4.4,520,,0,,0,35,70,15,30,,0,50,9.6
"280372280260000","Geneseo CUSD 228","Henry",92.8,0.1,4.1,1,0,0.3,1.7,0,11,27.1,1.2,2557,,0,2,0.6,237,70.7,96,28.7,,0,335,13.1
"280372290260000","Kewanee CUSD 229","Henry",69.9,9.4,18,0.3,0,0.2,2.3,5.3,18,77.7,2.9,1952,,0,2,0.3,370,51.5,346,48.2,,0,718,36.8
"280372300260000","Wethersfield CUSD 230","Henry",78.2,3.1,12.5,0.7,0,0,5.6,0.8,11.3,47.6,0.8,609,,0,,0,162,85.3,28,14.7,,0,190,31.2
"280880010260000","Bradford CUSD 1","Stark",90.6,1.3,3.4,1.3,0,0,3.4,0.7,6,47.7,0,149,,0,,0,,0,1,50,1,50,2,1.3
"280881000260000","Stark County CUSD 100","Stark",93.3,1.1,2.3,1,0,0.9,1.4,1,21.1,45.8,2.9,788,,0,,0,161,77.4,47,22.6,,0,208,26.4
"300020010220000","Cairo USD 1","Alexander",4,88.6,0.2,0.2,0,0,7,0,20.2,99.8,2.6,500,,0,,0,,0,192,100,,0,192,38.4
"300020050260000","Egyptian CUSD 5","Alexander",77.9,16.9,1,0,0,0,4.2,0.4,9.6,99.8,7.7,480,,0,1,0.6,140,78.2,38,21.2,,0,179,37.3
"300390860030000","DeSoto Cons SD 86","Jackson",88.6,3.4,1.1,0.8,0.4,0.4,5.3,0,15.9,65.5,3.8,264,,,,,,,,,,,,
"300390950020000","Carbondale ESD 95","Jackson",32.6,44.6,12.6,3.7,0.1,0.4,6,12.8,12.3,46.2,8.4,1504,,0,,0,53,37.6,88,62.4,,0,141,9.4
"300391300040000","Giant City CCSD 130","Jackson",78,6.7,4.3,4.7,0,0,6.3,2,13,37.8,5.1,254,,0,,0,14,58.3,10,41.7,,0,24,9.4
"300391400040000","Unity Point CCSD 140","Jackson",61,15,6,13.1,0.7,1.4,2.7,11.7,13.1,54.9,3.5,711,,0,,0,,0,14,100,,0,14,2
"300391650160000","Carbondale CHSD 165","Jackson",54.8,29.2,8.1,5,0.1,0.1,2.6,2,14,54.7,3,1031,,0,,0,493,83.3,99,16.7,,0,592,57.4
"300391760260000","Trico CUSD 176","Jackson",93,0.1,4.3,0,0,0,2.6,0.9,20.1,58.2,2.1,957,,0,,0,115,48.9,120,51.1,,0,235,24.6
"300391860260000","Murphysboro CUSD 186","Jackson",70.6,17,5.1,0.3,0,0.2,6.7,1.2,21.7,97.5,5.2,2153,,0,,0,1122,81.4,257,18.6,,0,1379,64.1
"300391960260000","Elverado CUSD 196","Jackson",93.2,1.7,1.6,0,0,0.4,3.1,0,22.3,64.5,1.9,515,,0,,0,79,76.7,24,23.3,,0,103,20
"300730050020000","Tamaroa School Dist 5","Perry",96.6,1.7,0,0,0,0,1.7,0,21,84,1.7,119,,,,,,,,,,,,
"300730500020000","Pinckneyville SD 50","Perry",91.7,0.6,2.4,0.7,0,0,4.6,0,11,46.2,0.6,545,,0,,0,15,51.7,14,48.3,,0,29,5.3
"300731010160000","Pinckneyville CHSD 101","Perry",97.6,0.2,0.9,0.4,0.2,0,0.7,0,13.7,40.2,0,453,,0,,0,110,67.1,54,32.9,,0,164,36.2
"300732040040000","CCSD 204","Perry",98,0,0,0,0,0,2,0,10.5,26.1,0,153,,,,,,,,,,,,
"300733000260000","Duquoin CUSD 300","Perry",83.8,5.3,2.8,0.2,0,0.2,7.6,0,17.2,56.5,1.2,1486,,0,,0,287,90.5,29,9.1,1,0.3,317,21.3
"300771000260000","Century CUSD 100","Pulaski",74.3,18.8,1.3,0,0.3,0.5,5,0,15.5,64.8,7.5,400,,0,,0,56,83.6,11,16.4,,0,67,16.8
"300771010260000","Meridian CUSD 101","Pulaski",31.8,58,0,0,0,0,10.3,0,14.8,99.6,4.9,507,1,0.4,1,0.4,170,59.6,113,39.6,,0,285,56.2
"300910160040000","Lick Creek CCSD 16","Union",95.2,1.6,0,0,0,0,3.2,0,8.1,37.9,4.8,124,,,,,,,,,,,,
"300910170220000","Cobden SUD 17","Union",64,0.4,34.2,0.2,0,0.5,0.7,8.8,16.5,63.8,1.8,556,,0,,0,1,4.3,22,95.7,,0,23,4.1
"300910370040000","Anna CCSD 37","Union",93.7,0.9,2.5,1.3,0,0.3,1.3,1.1,17.9,55.8,3.2,758,,0,,0,29,49.2,30,50.8,,0,59,7.8
"300910430040000","County of Union Sch Dist No43","Union",93.5,0.2,3.6,0.9,0,0.2,1.6,1.1,15.3,53,0.9,445,,0,,0,116,90.6,12,9.4,,0,128,28.8
"300910660220000","Dongola USD 66","Union",95.9,0,1.5,0.4,0,0,2.2,0,18.4,86.9,1.9,267,,0,,0,10,30.3,22,66.7,1,3,33,12.4
"300910810160000","Anna Jonesboro CHSD 81","Union",94.4,0.6,2.5,0.8,0,0,1.7,0.2,13.9,38.3,2.1,483,,0,,0,,0,,0,3,100,3,0.6
"300910840260000","Shawnee CUSD 84","Union",93.9,0.8,1.3,0,0,0,4,0.8,23,99.5,14.2,374,,0,,0,4,100,,0,,0,4,1.1
"310450460220000","SD U-46","Kane",29.9,6.5,50.8,8.5,0.1,1.2,3,26.5,13,62.2,1.9,40400,,0,,0,7063,77.6,2034,22.4,2,0,9099,22.5
"310451010220000","Batavia USD 101","Kane",80.7,3.4,9.6,2.8,0.1,0.2,3.1,4,14.1,18.9,1,6148,1,0.3,,0,205,53.8,174,45.7,1,0.3,381,6.2
"310451290220000","Aurora West USD 129","Kane",27.7,11.6,54.4,3.1,0.2,0.6,2.5,17.2,13.3,66.9,1.2,12638,1,0.1,15,0.8,,0,1892,99,4,0.2,1912,15.1
"310451310220000","Aurora East USD 131","Kane",3.4,7.9,86.1,0.6,0,0.5,1.4,34.9,13.1,81.6,1.1,14799,,0,2,0.1,317,19,1352,80.9,,0,1671,11.3
"310453000260000","CUSD 300","Kane",50,5.1,35.6,6,0.1,0.2,3,13.9,14.5,47,1.4,20862,,0,,0,94,22.8,316,76.5,3,0.7,413,2
"310453010260000","Central CUSD 301","Kane",70.4,2.9,13.3,10.2,0.2,0.2,2.9,4.9,12,15.1,0.3,3722,,0,,0,5,6.8,69,93.2,,0,74,2
"310453020260000","Kaneland CUSD 302","Kane",80.9,1.9,12,2.1,0,0.1,3,1.8,12.4,18.1,0.5,4657,,0,,0,240,70.2,102,29.8,,0,342,7.3
"310453030260000","St Charles CUSD 303","Kane",79.3,1.5,10.9,5.7,0.1,0.3,2.3,4.6,13.3,17.3,0.6,13145,,0,,0,110,21.5,394,77,8,1.6,512,3.9
"310453040260000","Geneva CUSD 304","Kane",85.7,0.4,8.2,3,0,0.1,2.7,1.6,14.7,5.2,0.3,5889,,0,,0,172,74.8,57,24.8,1,0.4,230,3.9
"320380030260000","Donovan CUSD 3","Iroquois",93.1,2.7,3.3,0,0,0,0.9,1.5,17.4,53.5,3.9,333,,0,,0,54,56.8,41,43.2,,0,95,28.5
"320380040260000","Central CUSD 4","Iroquois",89.7,1.2,5.5,0.4,0.1,0.2,2.9,0.1,13.8,42.8,0.7,1127,,0,,0,51,63,30,37,,0,81,7.2
"320380060260000","Cissna Park CUSD 6","Iroquois",94.5,0.7,3.8,1,0,0,0,0,11.1,16.3,0,289,,0,,0,1,12.5,7,87.5,,0,8,2.8
"320380090260000","Iroquois County CUSD 9","Iroquois",83.9,1.9,9.9,1.3,0,0.2,2.9,2.1,14.2,63.2,0.3,1116,,0,,0,157,69.8,67,29.8,1,0.4,225,20.2
"320380100260000","Iroquois West CUSD 10","Iroquois",61.1,2,29.8,0.1,0,0,7.1,3.4,6.2,57,0.6,1021,,0,,0,31,32,66,68,,0,97,9.5
"320381240260000","Milford Area PSD 124","Iroquois",91.6,2.6,2.4,0.2,0,0,3.2,0,8.4,60.3,0.2,655,,0,1,1,71,72.4,26,26.5,,0,98,15
"320382490260000","Crescent Iroquois CUSD 249","Iroquois",94,0,2.4,0,0,0,3.6,2.4,16.9,42.2,0,83,,0,,0,1,100,,0,,0,1,1.2
"320460010260000","Momence CUSD 1","Kankakee",54.3,16.1,18.7,0.5,0.1,0,10.4,8.1,14,68.6,1.8,1207,,0,,0,9,47.4,10,52.6,,0,19,1.6
"320460020260000","Herscher CUSD 2","Kankakee",93.7,0.8,2.1,0.4,0.2,0.1,2.7,0.5,12.9,30.5,0.4,1838,,0,,0,29,34.5,55,65.5,,0,84,4.6
"320460050260000","Manteno CUSD 5","Kankakee",83.2,3.6,8.4,1,0,0.4,3.4,1.1,17,37.2,1.4,2203,,0,2,0.6,246,79.4,59,19,3,1,310,14.1
"320460060260000","Grant Park CUSD 6","Kankakee",88.5,0,4.1,0,0,0,7.4,0,13.3,35.2,4.1,511,,0,,0,4,30.8,9,69.2,,0,13,2.5
"320460530020000","Bourbonnais SD 53","Kankakee",72,11.3,10.4,1.7,0,0.2,4.4,1.9,14.3,49.8,1.7,2429,,0,,0,96,52.7,86,47.3,,0,182,7.5
"320460610020000","Bradley SD 61","Kankakee",67,7.4,13.8,0.6,0.2,0.2,10.8,6.2,16.2,55.3,3,1613,,0,,0,115,60.8,72,38.1,2,1.1,189,11.7
"320461110250000","Kankakee SD 111","Kankakee",21.8,49.5,27.1,0.3,0,0.2,1,12.9,12.8,81.4,1.3,5470,,0,3,0.1,2292,66.8,1136,33.1,1,0,3432,62.7
"320462560040000","St Anne CCSD 256","Kankakee",65.5,3.8,13.3,0,0,0,17.4,1.8,10.3,68.1,1.5,339,,,,,,,,,,,,
"320462580040000","St George CCSD 258","Kankakee",72.4,11.5,9.1,3.6,0,0,3.4,4.7,10.8,32.7,1.5,471,,0,,0,1,5,19,95,,0,20,4.2
"320462590040000","Pembroke CCSD 259","Kankakee",2.5,85.3,9.1,0,0,0,3.2,0.7,2.8,89.8,3.2,285,,0,,0,,0,,0,1,100,1,0.4
"320463020160000","St Anne CHSD 302","Kankakee",35.9,41.3,15.4,0,0,0,7.3,0,16.2,76.4,4.6,259,,0,,0,108,73,38,25.7,2,1.4,148,57.1
"320463070160000","Bradley Bourbonnais CHSD 307","Kankakee",75.2,11.4,7.5,2.5,0.6,0.1,2.6,1.1,15,42.7,1.5,2083,,0,,0,1072,74.8,361,25.2,,0,1433,68.8
"330362350260000","West Central CUSD 235","Henderson",93.5,0.3,2.9,0,0,0.3,2.9,0.3,13.8,61.2,0.9,891,,0,3,1.1,172,60.4,110,38.6,,0,285,32
"330482020260000","Knoxville CUSD 202","Knox",92.9,0.5,2.6,0.2,0.1,0.2,3.5,0,11.8,46.6,0.7,1115,,0,,0,23,24.2,72,75.8,,0,95,8.5
"330482050260000","Galesburg CUSD 205","Knox",64.2,13.3,11.6,0.6,0.1,0.1,10.1,2.9,15.3,68.5,0.7,4573,,0,8,0.5,929,57.5,679,42,,0,1616,35.3
"330482080260000","R O W V A CUSD 208","Knox",94.4,0.8,2.7,0.2,0.3,0,1.7,0.2,13.4,47.6,0.3,664,,0,,0,50,43.1,66,56.9,,0,116,17.5
"330482100260000","Williamsfield CUSD 210","Knox",97.6,1.3,1,0,0,0,0,0,9.4,36.7,3.4,297,,0,,0,1,6.7,14,93.3,,0,15,5.1
"330482760260000","Abingdon-Avon CUSD 276","Knox",92,1.5,3,0.1,0,0.3,3.1,0,13.3,56.2,2.9,1003,,0,1,0.8,63,51.2,59,48,,0,123,12.3
"330664040260000","Mercer County School District 404","Mercer",94.3,0.4,1.8,0.4,0,0,3,0.1,14.5,47.9,0.8,1387,1,0.8,,0,37,28.2,93,71,,0,131,9.4
"330942380260000","Monmouth-Roseville CUSD 238","Warren",63.9,3.6,23.7,3.1,0.2,0.2,5.2,16.2,10.6,74.5,0.3,1763,,0,,0,,0,29,100,,0,29,1.6
"330943040260000","United CUSD 304","Warren",91.8,2.9,3,0.4,0.7,0.3,0.7,1.2,12.1,51.1,0.8,951,,0,,0,20,40.8,29,59.2,,0,49,5.2
"340490010020000","Winthrop Harbor SD 1","Lake",65.5,3.9,18.9,2.5,0,0.5,8.8,0.9,13.3,39.6,0.4,571,,0,,0,37,77.1,11,22.9,,0,48,8.4
"340490030040000","Beach Park CCSD 3","Lake",26.2,23.3,41.7,3.8,0.2,0.3,4.5,13.2,19.3,61,0.9,2348,,0,,0,120,43.8,154,56.2,,0,274,11.7
"340490060020000","Zion ESD 6","Lake",7.6,41.8,43.6,0.2,0.1,0.3,6.3,19.7,15.6,90.3,1.9,2832,,0,,0,203,38.3,327,61.7,,0,530,18.7
"340490240040000","Millburn CCSD 24","Lake",77.6,1.7,7.3,8,0,0.1,5.3,2.9,12.1,3.9,0.3,1320,,0,,0,7,63.6,4,36.4,,0,11,0.8
"340490330020000","Emmons SD 33","Lake",83.8,3.6,7.8,1,2.9,0.3,0.6,1,11.7,11.4,0,308,,0,,0,,0,3,100,,0,3,1
"340490340040000","Antioch CCSD 34","Lake",79.3,3.2,8.9,3.3,0,0.3,4.9,3.7,12.1,27.7,0.4,2957,,0,,0,14,42.4,19,57.6,,0,33,1.1
"340490360020000","Grass Lake SD 36","Lake",84.3,2.5,8.8,0.6,0,0.6,3.1,1.3,22.6,35.2,3.1,159,,,,,,,,,,,,
"340490370020000","Gavin SD 37","Lake",72.9,2.8,22.8,0.7,0.1,0.7,0,6.5,14.7,62.1,1,879,,0,1,1.1,50,52.6,44,46.3,,0,95,10.8
"340490380020000","Big Hollow SD 38","Lake",70,4.9,16.3,5.3,0.1,0.1,3.4,6.3,15,27.4,1,1815,,0,,0,26,65,14,35,,0,40,2.2
"340490410040000","Lake Villa CCSD 41","Lake",67.6,3.9,20.3,3.9,0.5,0.1,3.6,9,16.3,29.5,0.4,2809,,0,,0,22,53.7,19,46.3,,0,41,1.5
"340490460040000","Grayslake CCSD 46","Lake",58.3,3.2,26,7.9,0.1,0.5,3.9,13.1,17.7,29.3,0.2,3967,,0,,0,70,66,35,33,1,0.9,106,2.7
"340490500040000","Woodland CCSD 50","Lake",46.4,7,28.9,12.3,0.1,0.4,5,15.1,10.2,37.1,0.9,6129,,0,,0,201,84.5,37,15.5,,0,238,3.9
"340490560020000","Gurnee SD 56","Lake",27.1,20.7,38.2,7.5,0,0.4,6,13.5,14.1,25.6,1,2199,,0,,0,,0,141,100,,0,141,6.4
"340490600260000","Waukegan CUSD 60","Lake",3.6,14.8,77.9,1.2,0.2,0.5,1.8,31.4,13.4,72.8,1.6,17042,46,1,,0,1106,24.7,3319,74.2,2,0,4473,26.2
"340490650020000","Lake Bluff ESD 65","Lake",74,2.1,11,6.1,0,0.9,5.9,9,10.9,10.8,0.2,864,,,,,,,,,,,,
"340490670050000","Lake Forest SD 67","Lake",86.8,0.8,3.7,5.8,0,0,3,0.9,12,1.7,0.2,1877,,0,,0,27,69.2,12,30.8,,0,39,2.1
"340490680020000","Oak Grove SD 68","Lake",72.8,1.4,4,14.1,0,0,7.7,4.5,18.6,0,0,794,,0,,0,,0,3,100,,0,3,0.4
"340490700020000","Libertyville SD 70","Lake",83.9,0.9,3,6,0,0.7,5.5,1.8,6.9,5.2,0.2,2471,,0,,0,1,7.7,12,92.3,,0,13,0.5
"340490720020000","Rondout SD 72","Lake",72.1,1.4,11.6,12.9,0,0,2,4.8,24.5,6.8,0,147,,,,,,,,,,,,
"340490730040000","Hawthorn CCSD 73","Lake",47.6,1.7,27.9,19,0.1,0.2,3.6,21.5,14.4,30.7,0.5,4083,,0,,0,38,50,38,50,,0,76,1.9
"340490750020000","Mundelein ESD 75","Lake",43.1,1.6,46.7,5.8,0.1,0.1,2.7,23,17.8,31.1,0.2,1679,,0,,0,53,58.2,38,41.8,,0,91,5.4
"340490760020000","Diamond Lake SD 76","Lake",25.9,1.7,63.3,6,0,0.9,2.2,31.4,13.9,62.4,0.2,1078,,0,,0,37,77.1,11,22.9,,0,48,4.5
"340490790020000","Fremont SD 79","Lake",69.9,1.9,12.6,10.3,0.5,0.2,4.6,9.6,14,7.6,1.6,2193,,0,,0,23,71.9,9,28.1,,0,32,1.5
"340490950260000","Lake Zurich CUSD 95","Lake",80.9,1.2,7.4,7.8,0.1,0.8,1.9,5.2,13.3,15.1,0.3,5738,,0,,0,379,78.6,103,21.4,,0,482,8.4
"340490960040000","Kildeer Countryside CCSD 96","Lake",58,1.1,8.1,26.5,0,0.1,6.3,11.1,11.6,9,0,3140,,0,,0,19,45.2,23,54.8,,0,42,1.3
"340491020040000","Aptakisic-Tripp CCSD 102","Lake",54.4,1.2,6.3,35.2,0,0.2,2.7,20.6,12.6,12,0,2127,,0,,0,40,59.7,27,40.3,,0,67,3.1
"340491030020000","Lincolnshire-Prairieview SD 103","Lake",56.2,0.7,3.7,34.9,1,0.1,3.3,8.5,12.9,3.2,0,1647,,0,,0,7,87.5,1,12.5,,0,8,0.5
"340491060020000","Bannockburn SD 106","Lake",79.8,2.5,1,14.1,0,0,2.5,6.1,15.7,11.1,0,198,,0,,0,,0,2,100,,0,2,1
"340491090020000","Deerfield SD 109","Lake",88,0.3,3.9,4.4,0.1,0.1,3.2,2.3,12.9,0.7,0,3029,,0,,0,15,75,5,25,,0,20,0.7
"340491120020000","North Shore SD 112","Lake",67.2,1.8,26.2,2.5,0.1,0.3,2,15.5,12.3,24.6,0.2,4400,,,,,,,,,,,,
"340491130170000","Twp HSD 113","Lake",79.2,1.4,14.3,2.4,0.1,0.1,2.6,2.9,16.5,10.8,0.3,3683,,0,,0,20,83.3,4,16.7,,0,24,0.7
"340491140020000","Fox Lake GSD 114","Lake",76.1,3,17.7,0.8,0,0.1,2.3,7.1,12,59.4,13.8,778,,0,,0,21,58.3,15,41.7,,0,36,4.6
"340491150160000","Lake Forest CHSD 115","Lake",90.8,1.1,3.1,3.3,0.1,0.1,1.4,0.5,17.4,3.6,0,1684,,0,,0,32,72.7,12,27.3,,0,44,2.6
"340491160260000","Round Lake CUSD 116","Lake",15.8,6.8,73,1.6,0.1,0.4,2.4,26.1,14.6,68.3,1.3,7353,,0,21,1.1,979,51.7,894,47.2,,0,1894,25.8
"340491170160000","CHSD 117","Lake",79.9,3.4,10.6,2.4,0.2,0.2,3.2,0.5,12.9,17.4,0.5,2817,,0,,0,153,53.3,133,46.3,1,0.3,287,10.2
"340491180260000","Wauconda CUSD 118","Lake",64.4,1.7,27.6,3.8,0.1,0.4,2,11.4,13.3,33.8,0.5,4688,,0,,0,296,66.2,151,33.8,,0,447,9.5
"340491200130000","Mundelein Cons HSD 120","Lake",47.5,2.5,42.5,5.3,0,0,2.2,4.3,13.2,39,1.3,2120,,0,,0,45,39.1,70,60.9,,0,115,5.4
"340491210170000","Warren Twp HSD 121","Lake",47.4,10.6,27.6,9.9,0,0.3,4.3,2.6,11.8,21.8,0.8,4359,2,0.4,6,1.3,1,0.2,438,98,,0,447,10.3
"340491240160000","Grant CHSD 124","Lake",68.4,4.3,19.4,4.5,0.3,0.2,2.9,1.7,11.2,37.2,0.4,1950,,0,1,0.1,907,79.1,239,20.8,,0,1147,58.8
"340491250130000","Adlai E Stevenson HSD 125","Lake",66.2,1.8,7.1,21.9,0.1,0.2,2.7,1.9,6.2,0.1,0.1,3906,,0,,0,6,8.5,65,91.5,,0,71,1.8
"340491260170000","Zion-Benton Twp HSD 126","Lake",26.6,29.9,35.8,2.1,0.1,1.2,4.2,3.9,13.1,62,0.5,2716,,0,10,3,1,0.3,324,96.7,,0,335,12.3
"340491270160000","Grayslake CHSD 127","Lake",66.1,3.3,20,6.8,0.2,0.2,3.4,2.7,13.7,11.7,0.6,3087,,0,,0,386,77.8,110,22.2,,0,496,16.1
"340491280160000","CHSD 128","Lake",73.9,1.9,9.8,11.8,0.1,0.2,2.3,0.9,12.1,8.2,0.3,3325,,0,,0,7,14.9,40,85.1,,0,47,1.4
"340491870260000","North Chicago SD 187","Lake",6.2,37.8,52.3,0.7,0.4,0.3,2.2,27.1,15.6,81.1,2.1,3569,1,0.1,,0,645,54.5,537,45.4,,0,1183,33.1
"340492200260000","Barrington CUSD 220","Lake",65.2,1.5,17.4,12.4,0,0,3.5,7.4,17.9,22.3,0.3,8910,,0,,0,17,17.3,81,82.7,,0,98,1.1
"340499000250000","Prairie Crossing Charter School","Lake",66.6,3,6.3,18.2,0,0.3,5.6,4.6,13.9,2.8,0,395,,0,,0,2,20,8,80,,0,10,2.5
"350500010260000","Leland CUSD 1","La Salle",90.9,0,8.7,0.4,0,0,0,0.4,18.1,48.2,2.9,276,,0,,0,1,12.5,7,87.5,,0,8,2.9
"350500020260000","Serena CUSD 2","La Salle",90.3,1.6,5.6,0,0.1,0.3,2.1,0,16.4,40.7,0.6,701,,0,,0,64,66.7,32,33.3,,0,96,13.7
"350500090260000","Earlville CUSD 9","La Salle",86.2,0.2,11.4,0,0,0,2.1,0,19.3,53.1,1.6,429,,0,,0,53,75.7,17,24.3,,0,70,16.3
"350500400170000","Streator Twp HSD 40","La Salle",81.2,5.1,12.9,0.6,0,0,0.2,2.1,17.7,63.4,0.4,941,,0,2,0.1,2303,94.5,132,5.4,,0,2437,259
"350500440020000","Streator ESD 44","La Salle",70,4.4,19.2,0.6,0,0.1,5.8,8,23.3,72,2.1,1806,,0,,0,427,76.3,133,23.8,,0,560,31
"350500650040000","Allen-Otter Creek CCSD 65","La Salle",88.2,3.2,8.6,0,0,0,0,0,20.4,33.3,1.1,93,,0,,0,,0,3,100,,0,3,3.2
"350500790040000","Tonica CCSD 79","La Salle",93.1,0,5.5,0.9,0,0,0.5,0.9,9.6,31.7,0,218,,0,,0,2,66.7,1,33.3,,0,3,1.4
"350500820040000","Deer Park CCSD 82","La Salle",95.2,0,4.8,0,0,0,0,0,11.5,16.3,0,104,,,,,,,,,,,,
"350500950040000","Grand Ridge CCSD 95","La Salle",96.1,0,3.1,0.4,0.4,0,0,0.4,15.8,28.6,1.5,259,,0,,0,,0,2,100,,0,2,0.8
